,dimension 1,dimension 2,dimension 3,dimension 4,dimension 5
0,-23.70944757520565,-3.9827504850932685,-1.0463959827399365,13.00441377749994,-0.4071688875549861
1,-13.175389807556456,-4.861387799507671,1.089370825454459,-11.182604026343105,1.4375863239972748
2,-47.94600880672899,-17.836321700480944,4.889140301433761,-7.820592208961433,0.5645182002767605
3,-13.411699905168579,12.604781701729877,0.027387584333300914,-2.6877929924553303,-7.203726280711363
4,-41.09056738958078,-11.244262508272305,-11.013832061615947,7.882319953505851,7.25396018645059
5,-20.456666035652642,0.36529132127577124,9.303613606079375,-5.730802401342079,2.821949628386736
6,-49.220047418619885,-21.02061259828707,11.839627289731126,-6.153147319648512,6.4865786144048165
7,20.50263133835251,17.49038001971143,-15.07978719157574,-16.516249617349807,4.199810022392291
8,-54.18232911112076,-21.102338552660648,-14.522955030886177,15.20783869587005,-0.5586344488253434
9,-45.020348759229734,-15.393445055059258,-11.08623736510098,9.194645994411303,2.254729340471249
10,6.762952838428327,5.35917144531778,9.850837582722445,-7.75200972507124,12.411743386640689
11,-56.56890807851256,-22.626985044560538,-8.281426602311807,-5.038660810323006,-11.285235594083755
12,28.956309234296715,-10.954577442135166,-8.96333855059187,4.410992519510534,13.280196942114749
13,-40.51179528063055,-17.62960274903695,-9.49473946373387,-3.3077186819313935,1.3927417594496643
14,38.267122458136484,-13.00777737411419,6.3520396448843455,-6.108264822371272,-6.486669858073755
15,-20.807017771203114,21.964865382808426,15.444606019766843,-8.52842824541934,14.409850063129426
16,22.59254615350166,-18.00170235520926,-0.16193664649544476,9.414081300656301,-7.368713725784159
17,-32.29701324314586,2.940147041887493,-0.4937046788478439,-10.675930390064853,8.535294178449309
18,-36.87816053600375,-14.065951694385502,-7.42575156983416,12.534492943062402,4.513684809334085
19,-18.24279145218481,4.678301048019167,-10.644012636171594,14.481732992188075,4.285968852621138
20,-44.230921312461845,-20.94917177263522,1.8173592251303918,5.848389960111029,-3.7560725151092713
21,3.607697500909628,-6.89016551163634,-16.246585354002942,-12.645788576988581,-1.7490850947564258
22,0.24963608692188025,31.58738633230744,-0.72618526141782,16.499824134044196,7.719263348928126
23,5.986864120764715,14.941022825162651,16.531176358432003,-4.549737660790501,6.42969348182983
24,-14.155439860449452,22.789313500017006,2.18541198459233,-9.041908434771837,4.071357568729049
25,-58.28006028176494,-18.078698526262123,-13.578021879325293,-16.12877504410205,-13.242003520605062
26,-36.62418941277064,2.6486870918094265,-0.9774788975312714,-2.124498079639701,-2.9390311095430346
27,-37.11824735227947,-9.0515239947673,22.00707394751078,-6.185049349481331,10.329879157620747
28,-5.135516821516295,-1.3676093405816196,-13.720027056914791,-14.804172233460655,1.5785607352420086
29,8.85906334698456,11.95830451200296,17.513490031219934,-10.807014629921916,12.185107670506543
30,-33.22858600478282,6.863280036387864,7.450629082320878,-2.5015848783664665,1.6716568249221824
31,-54.074346348509955,-25.694483677438562,-13.370468102810833,21.653176506589727,12.817972370911752
32,-38.580120603847014,2.11277702729281,-7.6912147365291474,-2.80236640869173,-4.1243395299019285
33,-19.814459815397313,29.301463283155798,3.1624457673805675,-9.763381914581775,5.350699104643806
34,11.543179919372024,17.618273632477408,1.284609716378178,-11.101051650633474,11.786983855119995
35,-42.36655155624158,-4.5127874432912485,6.18815948172502,-2.232698988144503,8.282262535369115
36,-39.98190967441384,2.127326823320408,-4.180261183523177,-3.0821155868414043,0.24259651462710288
37,-40.48665702015901,-10.941592177957235,-0.9111397843113844,1.9103532001837722,9.511248296642588
38,14.067850955004877,15.914444406572853,2.883339412596145,-8.896130023618644,2.9335071046776555
39,18.451290091613817,10.968092654128524,-5.189190032039541,-8.92314898708918,-3.3532321661947204
40,13.923793255593816,11.29568047485561,-5.030639068765159,-14.274875510994187,8.905754558441535
41,-53.951437088008134,-23.432373611554215,22.670479449251765,-9.340562860969596,14.065519805543582
42,-12.751059763364822,23.235986982810363,-5.314830835894141,6.7648594638696276,-1.3434849653610546
43,-48.418903001151634,-14.901675423127648,6.587353373955735,0.3298671151880189,2.287892851323904
44,31.192905520478185,11.57233210956156,-1.5150894304086473,4.1982389606575,11.391047199998793
45,-53.42290605198437,-16.817400016903225,6.952914999095048,-10.968277904055881,11.17946013814757
46,-58.61085439712624,-21.34837932249918,-9.192125754686506,-9.409289632460125,11.2722590163254
47,20.38578613507129,14.450961847867548,0.8587499788433719,-0.4618814594629934,1.6706476813016626
48,-53.828571784400765,-19.51221087608706,-1.9773647584876137,-4.164984751831327,7.9579489038476865
49,-17.42196612272732,15.134437821546088,-8.531266176068504,-5.630184930486069,3.1966892286651207
50,-40.81984413475192,-15.599117696977453,-8.925438998001653,-5.914479543017735,-4.05063823316418
51,-25.673349717956015,18.424659218786793,-3.1299278251938545,-11.456637046024769,2.146981559060039
52,-3.587220062342334,-13.008980213202149,-16.216936494634464,-8.031798921445949,4.4656056781045645
53,-54.142235350086715,-19.972544928188608,10.293189194390242,-16.565407556467537,1.7666746949310335
54,16.011621502377206,-20.263016173726424,-0.5944310850933426,11.511506395807404,-16.49843107784978
55,-47.162667587930926,-10.396528295447768,-4.495992037301215,-9.676918690514853,-5.931434201063284
56,26.792426159650457,-13.355883123728871,-2.355001234585907,6.703526421373815,2.7062171216904876
57,-9.368315669687842,24.26705661870271,14.068219520497871,-7.445176917710826,4.969075626841133
58,-55.11987928141763,-21.067174344146682,7.359231687881801,-13.2900132191816,5.828072375664388
59,-50.89620070587314,-15.076234482502853,-2.6035612411305395,-0.22253072456910586,-0.822123411564898
60,-8.714139336336077,22.204667072127652,10.17768843191761,-3.739099168059689,4.859617982567787
